 Copyright (C) 1995-2019 - All Rights Reserved
 University Corporation for Atmospheric Research
 NCAR Command Language Version 6.6.2
 The use of this software is governed by a License Agreement.
 See http://www.ncl.ucar.edu/ for more details.
Temperature (F), Relative Humidity (%), Heat Index (F)
87,66,95.666
87,67,96.1299
87,68,96.6025
87,69,97.0837
87,70,97.5736
87,71,98.072
87,72,98.5791
87,73,99.0949
87,74,99.6192
87,75,100.152
87,76,100.694
87,77,101.244
87,78,101.803
87,79,102.371
87,80,102.947
87,81,103.532
87,82,104.125
87,83,104.727
87,84,105.338
87,85,105.957
87,86,106.585
87,87,107.222
87,88,107.867
87,89,108.521
87,90,109.183
87,91,109.854
87,92,110.534
87,93,111.223
87,94,111.919
87,95,112.625
87,96,113.339
87,97,114.062
87,98,114.794
87,99,115.534
87,100,116.283
88,40,87.9036
88,41,88.1743
88,42,88.4546
88,43,88.7445
88,44,89.0441
88,45,89.3534
88,46,89.6722
88,47,90.0007
88,48,90.3389
88,49,90.6867
88,50,91.0441
88,51,91.4112
88,52,91.7879
88,53,92.1743
88,54,92.5704
88,55,92.976
88,56,93.3911
88,57,93.8162
88,58,94.2508
88,59,94.6948
88,60,95.1488
88,61,95.6123
88,62,96.0854
88,63,96.5681
88,64,97.0606
88,65,97.5627
88,66,98.0743
88,67,98.5956
88,68,99.1266
88,69,99.6674
88,70,100.217
88,71,100.777
88,72,101.347
88,73,101.926
88,74,102.515
88,75,103.114
88,76,103.722
88,77,104.339
88,78,104.967
88,79,105.604
88,80,106.25
88,81,106.907
88,82,107.573
88,83,108.248
88,84,108.933
88,85,109.628
88,86,110.333
88,87,111.047
88,88,111.771
88,89,112.504
88,90,113.247
88,91,114
88,92,114.762
88,93,115.534
88,94,116.316
88,95,117.107
88,96,117.908
88,97,118.719
88,98,119.539
88,99,120.369
88,100,121.208
89,40,89.2525
89,41,89.5565
89,42,89.8711
89,43,90.1963
89,44,90.5322
89,45,90.8787
89,46,91.2359
89,47,91.6037
89,48,91.9821
89,49,92.3712
89,50,92.7709
89,51,93.1814
89,52,93.6024
89,53,94.034
89,54,94.4764
89,55,94.9292
89,56,95.3928
89,57,95.8671
89,58,96.352
89,59,96.8474
89,60,97.3536
89,61,97.8703
89,62,98.3978
89,63,98.9358
89,64,99.4846
89,65,100.044
89,66,100.614
89,67,101.195
89,68,101.786
89,69,102.388
89,70,103
89,71,103.624
89,72,104.257
89,73,104.902
89,74,105.557
89,75,106.223
89,76,106.899
89,77,107.586
89,78,108.284
89,79,108.992
89,80,109.711
89,81,110.441
89,82,111.181
89,83,111.932
89,84,112.694
89,85,113.466
89,86,114.249
89,87,115.042
89,88,115.846
89,89,116.661
89,90,117.487
89,91,118.323
89,92,119.169
89,93,120.027
89,94,120.895
89,95,121.773
89,96,122.662
89,97,123.562
89,98,124.473
89,99,125.394
89,100,126.326
90,40,90.6797
90,41,91.0191
90,42,91.3701
90,43,91.7328
90,44,92.107
90,45,92.4929
90,46,92.8904
90,47,93.2996
90,48,93.7205
90,49,94.1529
90,50,94.597
90,51,95.0527
90,52,95.52
90,53,95.9989
90,54,96.4897
90,55,96.9919
90,56,97.5057
90,57,98.0313
90,58,98.5685
90,59,99.1172
90,60,99.6779
90,61,100.25
90,62,100.833
90,63,101.429
90,64,102.036
90,65,102.654
90,66,103.285
90,67,103.927
90,68,104.58
90,69,105.245
90,70,105.922
90,71,106.61
90,72,107.311
90,73,108.022
90,74,108.746
90,75,109.48
90,76,110.227
90,77,110.985
90,78,111.755
90,79,112.537
90,80,113.33
90,81,114.135
90,82,114.951
90,83,115.779
90,84,116.619
90,85,117.47
90,86,118.333
90,87,119.208
90,88,120.094
90,89,120.992
90,90,121.901
90,91,122.822
90,92,123.755
90,93,124.7
90,94,125.655
90,95,126.623
90,96,127.603
90,97,128.594
90,98,129.596
90,99,130.61
90,100,131.636
91,40,92.1852
91,41,92.5621
91,42,92.9516
91,43,93.3538
91,44,93.7685
91,45,94.196
91,46,94.636
91,47,95.0886
91,48,95.5539
91,49,96.0317
91,50,96.5222
91,51,97.0254
91,52,97.5411
91,53,98.0694
91,54,98.6105
91,55,99.164
91,56,99.7302
91,57,100.309
91,58,100.901
91,59,101.505
91,60,102.121
91,61,102.751
91,62,103.393
91,63,104.047
91,64,104.714
91,65,105.394
91,66,106.087
91,67,106.792
91,68,107.509
91,69,108.24
91,70,108.983
91,71,109.738
91,72,110.506
91,73,111.287
91,74,112.08
91,75,112.886
91,76,113.705
91,77,114.536
91,78,115.38
91,79,116.237
91,80,117.106
91,81,117.988
91,82,118.882
91,83,119.789
91,84,120.708
91,85,121.641
91,86,122.586
91,87,123.543
91,88,124.513
91,89,125.496
91,90,126.491
91,91,127.499
91,92,128.52
91,93,129.553
91,94,130.599
91,95,131.657
91,96,132.728
91,97,133.812
91,98,134.908
91,99,136.017
91,100,137.138
92,40,93.7688
92,41,94.1854
92,42,94.6156
92,43,95.0594
92,44,95.5168
92,45,95.9878
92,46,96.4723
92,47,96.9705
92,48,97.4824
92,49,98.0077
92,50,98.5467
92,51,99.0994
92,52,99.6655
92,53,100.245
92,54,100.839
92,55,101.446
92,56,102.066
92,57,102.7
92,58,103.348
92,59,104.009
92,60,104.684
92,61,105.373
92,62,106.075
92,63,106.791
92,64,107.52
92,65,108.263
92,66,109.02
92,67,109.79
92,68,110.574
92,69,111.371
92,70,112.182
92,71,113.006
92,72,113.845
92,73,114.696
92,74,115.562
92,75,116.441
92,76,117.333
92,77,118.239
92,78,119.159
92,79,120.092
92,80,121.039
92,81,122
92,82,122.974
92,83,123.962
92,84,124.963
92,85,125.978
92,86,127.006
92,87,128.048
92,88,129.104
92,89,130.173
92,90,131.256
92,91,132.353
92,92,133.463
92,93,134.586
92,94,135.724
92,95,136.875
92,96,138.039
92,97,139.217
92,98,140.409
92,99,141.614
92,100,142.833
93,40,95.4309
93,41,95.8893
93,42,96.3622
93,43,96.8498
93,44,97.3519
93,45,97.8686
93,46,98.3999
93,47,98.9456
93,48,99.506
93,49,100.081
93,50,100.671
93,51,101.275
93,52,101.893
93,53,102.527
93,54,103.174
93,55,103.837
93,56,104.514
93,57,105.205
93,58,105.911
93,59,106.632
93,60,107.367
93,61,108.117
93,62,108.881
93,63,109.66
93,64,110.453
93,65,111.262
93,66,112.084
93,67,112.921
93,68,113.773
93,69,114.639
93,70,115.52
93,71,116.416
93,72,117.326
93,73,118.25
93,74,119.189
93,75,120.143
93,76,121.111
93,77,122.094
93,78,123.091
93,79,124.103
93,80,125.13
93,81,126.171
93,82,127.227
93,83,128.297
93,84,129.382
93,85,130.481
93,86,131.595
93,87,132.724
93,88,133.867
93,89,135.024
93,90,136.197
93,91,137.383
93,92,138.585
93,93,139.801
93,94,141.031
93,95,142.276
93,96,143.536
93,97,144.81
93,98,146.099
93,99,147.402
93,100,148.72
94,40,97.171
94,41,97.6734
94,42,98.1913
94,43,98.7247
94,44,99.2737
94,45,99.8381
94,46,100.418
94,47,101.014
94,48,101.625
94,49,102.251
94,50,102.893
94,51,103.551
94,52,104.224
94,53,104.913
94,54,105.617
94,55,106.337
94,56,107.072
94,57,107.823
94,58,108.59
94,59,109.372
94,60,110.169
94,61,110.982
94,62,111.81
94,63,112.654
94,64,113.514
94,65,114.389
94,66,115.28
94,67,116.186
94,68,117.107
94,69,118.044
94,70,118.997
94,71,119.965
94,72,120.949
94,73,121.948
94,74,122.963
94,75,123.994
94,76,125.04
94,77,126.101
94,78,127.178
94,79,128.27
94,80,129.378
94,81,130.502
94,82,131.641
94,83,132.795
94,84,133.966
94,85,135.151
94,86,136.352
94,87,137.569
94,88,138.801
94,89,140.049
94,90,141.312
94,91,142.591
94,92,143.885
94,93,145.195
94,94,146.52
94,95,147.862
94,96,149.218
94,97,150.59
94,98,151.977
94,99,153.38
94,100,154.799
95,40,98.9895
95,41,99.5379
95,42,100.103
95,43,100.684
95,44,101.282
95,45,101.897
95,46,102.528
95,47,103.175
95,48,103.839
95,49,104.519
95,50,105.216
95,51,105.929
95,52,106.659
95,53,107.405
95,54,108.168
95,55,108.947
95,56,109.743
95,57,110.555
95,58,111.384
95,59,112.229
95,60,113.09
95,61,113.969
95,62,114.863
95,63,115.774
95,64,116.702
95,65,117.646
95,66,118.606
95,67,119.583
95,68,120.577
95,69,121.587
95,70,122.613
95,71,123.656
95,72,124.715
95,73,125.791
95,74,126.884
95,75,127.993
95,76,129.118
95,77,130.26
95,78,131.418
95,79,132.593
95,80,133.784
95,81,134.992
95,82,136.216
95,83,137.457
95,84,138.714
95,85,139.988
95,86,141.278
95,87,142.584
95,88,143.908
95,89,145.247
95,90,146.603
95,91,147.976
95,92,149.365
95,93,150.77
95,94,152.192
95,95,153.631
95,96,155.086
95,97,156.557
95,98,158.045
95,99,159.55
95,100,161.071
96,40,100.886
96,41,101.483
96,42,102.097
96,43,102.729
96,44,103.378
96,45,104.044
96,46,104.728
96,47,105.429
96,48,106.148
96,49,106.884
96,50,107.637
96,51,108.408
96,52,109.197
96,53,110.002
96,54,110.826
96,55,111.666
96,56,112.525
96,57,113.4
96,58,114.293
96,59,115.203
96,60,116.131
96,61,117.077
96,62,118.039
96,63,119.019
96,64,120.017
96,65,121.032
96,66,122.064
96,67,123.114
96,68,124.181
96,69,125.266
96,70,126.368
96,71,127.487
96,72,128.624
96,73,129.779
96,74,130.95
96,75,132.14
96,76,133.346
96,77,134.57
96,78,135.812
96,79,137.071
96,80,138.347
96,81,139.641
96,82,140.952
96,83,142.281
96,84,143.627
96,85,144.99
96,86,146.371
96,87,147.77
96,88,149.186
96,89,150.619
96,90,152.069
96,91,153.537
96,92,155.023
96,93,156.526
96,94,158.046
96,95,159.584
96,96,161.139
96,97,162.712
96,98,164.302
96,99,165.909
96,100,167.534
97,40,102.861
97,41,103.508
97,42,104.174
97,43,104.857
97,44,105.559
97,45,106.28
97,46,107.019
97,47,107.776
97,48,108.552
97,49,109.346
97,50,110.158
97,51,110.989
97,52,111.838
97,53,112.705
97,54,113.591
97,55,114.495
97,56,115.418
97,57,116.359
97,58,117.318
97,59,118.295
97,60,119.291
97,61,120.306
97,62,121.338
97,63,122.39
97,64,123.459
97,65,124.547
97,66,125.653
97,67,126.778
97,68,127.92
97,69,129.082
97,70,130.261
97,71,131.459
97,72,132.676
97,73,133.91
97,74,135.163
97,75,136.435
97,76,137.725
97,77,139.033
97,78,140.36
97,79,141.704
97,80,143.068
97,81,144.449
97,82,145.849
97,83,147.268
97,84,148.705
97,85,150.16
97,86,151.633
97,87,153.125
97,88,154.635
97,89,156.164
97,90,157.711
97,91,159.276
97,92,160.86
97,93,162.462
97,94,164.082
97,95,165.721
97,96,167.378
97,97,169.053
97,98,170.747
97,99,172.459
97,100,174.19
98,40,104.914
98,41,105.614
98,42,106.333
98,43,107.071
98,44,107.828
98,45,108.605
98,46,109.401
98,47,110.216
98,48,111.051
98,49,111.905
98,50,112.778
98,51,113.671
98,52,114.582
98,53,115.513
98,54,116.464
98,55,117.433
98,56,118.422
98,57,119.431
98,58,120.458
98,59,121.505
98,60,122.571
98,61,123.657
98,62,124.761
98,63,125.885
98,64,127.029
98,65,128.191
98,66,129.373
98,67,130.574
98,68,131.795
98,69,133.035
98,70,134.294
98,71,135.572
98,72,136.87
98,73,138.187
98,74,139.523
98,75,140.879
98,76,142.253
98,77,143.648
98,78,145.061
98,79,146.494
98,80,147.946
98,81,149.417
98,82,150.908
98,83,152.418
98,84,153.947
98,85,155.495
98,86,157.063
98,87,158.65
98,88,160.257
98,89,161.882
98,90,163.527
98,91,165.192
98,92,166.875
98,93,168.578
98,94,170.3
98,95,172.042
98,96,173.802
98,97,175.582
98,98,177.382
98,99,179.2
98,100,181.038
99,40,107.046
99,41,107.8
99,42,108.574
99,43,109.369
99,44,110.184
99,45,111.019
99,46,111.874
99,47,112.75
99,48,113.645
99,49,114.561
99,50,115.497
99,51,116.454
99,52,117.43
99,53,118.427
99,54,119.444
99,55,120.481
99,56,121.539
99,57,122.616
99,58,123.714
99,59,124.832
99,60,125.97
99,61,127.129
99,62,128.308
99,63,129.506
99,64,130.726
99,65,131.965
99,66,133.225
99,67,134.504
99,68,135.804
99,69,137.125
99,70,138.465
99,71,139.826
99,72,141.207
99,73,142.608
99,74,144.029
99,75,145.471
99,76,146.932
99,77,148.414
99,78,149.916
99,79,151.439
99,80,152.981
99,81,154.544
99,82,156.127
99,83,157.731
99,84,159.354
99,85,160.998
99,86,162.662
99,87,164.346
99,88,166.05
99,89,167.774
99,90,169.519
99,91,171.284
99,92,173.069
99,93,174.875
99,94,176.7
99,95,178.546
99,96,180.412
99,97,182.299
99,98,184.205
99,99,186.132
99,100,188.079
100,40,109.256
100,41,110.067
100,42,110.899
100,43,111.752
100,44,112.626
100,45,113.522
100,46,114.438
100,47,115.376
100,48,116.335
100,49,117.315
100,50,118.316
100,51,119.338
100,52,120.381
100,53,121.446
100,54,122.532
100,55,123.638
100,56,124.766
100,57,125.915
100,58,127.085
100,59,128.277
100,60,129.489
100,61,130.723
100,62,131.977
100,63,133.253
100,64,134.55
100,65,135.868
100,66,137.207
100,67,138.567
100,68,139.949
100,69,141.352
100,70,142.775
100,71,144.22
100,72,145.686
100,73,147.173
100,74,148.681
100,75,150.211
100,76,151.761
100,77,153.333
100,78,154.925
100,79,156.539
100,80,158.174
100,81,159.831
100,82,161.508
100,83,163.206
100,84,164.926
100,85,166.666
100,86,168.428
100,87,170.211
100,88,172.015
100,89,173.84
100,90,175.687
100,91,177.554
100,92,179.442
100,93,181.352
100,94,183.283
100,95,185.235
100,96,187.208
100,97,189.202
100,98,191.217
100,99,193.254
100,100,195.312
